BRDF 67 7 645 858.5 469 555 1240 1640 2130  0.003 0.004 0.004 0.015 0.013 0.01 0.006
181 1 62.830002 -83.040001 37.910000 23.219999 0.032900 0.068600 0.018000 0.028400 0.098100 0.097600 0.081900 
182 1 33.980000 99.540001 44.970001 39.290001 0.050500 0.091800 0.030000 0.045300 0.123200 0.137100 0.124800 
184 1 51.660000 99.300003 46.889999 42.349998 0.056200 0.106000 0.029500 0.053800 0.151600 0.154600 0.141400 
185 1 32.880001 -81.900002 40.540001 31.510000 0.039200 0.069600 0.022900 0.034400 0.089800 0.102500 0.092800 
186 1 63.049999 100.470001 48.910000 45.169998 0.058200 0.138600 0.038900 0.055200 0.184600 0.183800 0.143100 
187 1 6.430000 -79.459999 42.090000 35.259998 0.043700 0.074600 0.026400 0.038700 0.103100 0.118400 0.103600 
189 1 22.389999 97.720001 43.790001 38.750000 0.044500 0.088400 0.027100 0.040200 0.129500 0.135800 0.127600 
190 1 57.400002 -82.720001 38.029999 26.480000 0.050700 0.087700 0.024600 0.045200 0.119900 0.118000 0.098100 
191 1 44.040001 99.419998 45.619999 41.990002 0.062800 0.107800 0.035600 0.057100 0.141600 0.154800 0.137600 
192 1 42.689999 -82.820000 39.290001 30.719999 0.041300 0.078800 0.022700 0.036600 0.106400 0.109000 0.096100 
193 1 58.139999 99.800003 47.560001 45.000000 0.063500 0.124200 0.034900 0.060800 0.169700 0.170900 0.143400 
194 1 20.129999 -82.099998 40.730000 34.689999 0.038600 0.073200 0.024000 0.035100 0.106900 0.111700 0.105200 
196 1 8.940000 96.330002 42.330002 38.389999 0.052200 0.090000 0.030300 0.047200 0.118400 0.131700 0.123100 
197 1 62.480000 -83.120003 36.610001 25.559999 0.053800 0.092700 0.025000 0.049200 0.118100 0.120200 0.093200 
198 1 34.730000 99.230003 44.060001 41.840000 0.054500 0.103800 0.030300 0.051400 0.144800 0.147200 0.133300 
199 1 50.549999 -82.849998 37.750000 30.030001 0.044100 0.082200 0.025500 0.041300 0.104800 0.114500 0.093900 
200 1 52.070000 100.010002 45.910000 45.029999 0.074300 0.132000 0.037400 0.069800 0.174200 0.169700 0.143300 
201 1 32.130001 -82.889999 39.080002 34.240002 0.041500 0.077000 0.026200 0.038900 0.071200 0.108400 0.096300 
202 1 63.400002 100.080002 47.880001 48.009998 0.082600 0.155400 0.043600 0.073800 0.191000 0.187000 0.137200 
203 1 5.270000 -76.970001 40.590000 38.189999 0.053000 0.092500 0.026800 0.047500 0.122900 0.121400 0.109300 
205 1 23.219999 97.779999 42.220001 41.840000 0.067000 0.113900 0.034600 0.060000 0.143100 0.148500 0.131800 
206 1 56.959999 -83.139999 35.910000 29.340000 0.065800 0.102000 0.033800 0.062000 0.117800 0.113800 0.087400 
207 1 44.529999 99.699997 44.000000 45.230000 0.075700 0.127900 0.036300 0.070900 0.162800 0.160800 0.133800 
208 1 42.209999 -82.529999 37.119999 33.810001 0.065500 0.103500 0.034300 0.061100 0.130000 0.126000 0.103800 
209 1 58.360001 100.029999 45.880001 48.389999 0.078400 0.153200 0.039100 0.075100 0.196100 0.189500 0.151100 
210 1 19.670000 -81.290001 38.500000 38.000000 0.048500 0.086000 0.027600 0.044600 0.109000 0.113900 0.095200 
212 1 9.110000 99.230003 40.060001 41.900002 0.059200 0.099300 0.031800 0.054700 0.123800 0.132100 0.112300 
213 1 62.480000 -83.400002 33.750000 28.490000 0.054700 0.098000 0.025000 0.052900 0.115900 0.114900 0.086300 
215 1 50.549999 -82.699997 34.849998 33.330002 0.061400 0.100700 0.030700 0.059800 0.122500 0.119900 0.098900 
216 1 51.970001 100.040001 43.580002 48.889999 0.081000 0.146900 0.039900 0.076800 0.187400 0.180100 0.145000 
217 1 32.230000 -81.510002 36.139999 37.849998 0.052700 0.093800 0.025300 0.047600 0.121000 0.119500 0.104000 
218 1 63.290001 100.209999 45.520000 52.009998 0.092900 0.176000 0.047800 0.082900 0.213400 0.205100 0.155300 
219 1 5.810000 -77.370003 37.619999 42.060001 0.054100 0.094400 0.028100 0.049500 0.122000 0.121700 0.106700 
221 1 22.760000 97.790001 39.259998 45.950001 0.061600 0.114700 0.034900 0.056800 0.143900 0.153200 0.136000 
222 1 57.180000 -82.879997 32.299999 32.759998 0.057300 0.099900 0.029300 0.056000 0.117000 0.113900 0.082300 
223 1 44.240002 99.860001 41.029999 49.560001 0.083100 0.144000 0.042300 0.081800 0.175600 0.177000 0.143800 
224 1 42.509998 -82.099998 33.509998 37.669998 0.078500 0.114000 0.041000 0.075200 0.130700 0.120200 0.099700 
225 1 58.150002 100.070000 42.930000 52.880001 0.089200 0.165900 0.042400 0.081500 0.212200 0.187100 0.144200 
226 1 20.040001 -82.839996 34.919998 42.250000 0.069500 0.109900 0.033000 0.064800 0.092900 0.121200 0.099300 
228 1 8.930000 97.519997 36.509998 46.480000 0.068000 0.109600 0.034400 0.066500 0.136100 0.138900 0.118700 
229 1 62.480000 -83.180000 29.530001 32.070000 0.046000 0.112400 0.024300 0.043600 0.131100 0.120800 0.080300 
230 1 34.549999 99.430000 38.250000 50.369999 0.080600 0.133000 0.040300 0.075900 0.163700 0.162800 0.137600 
231 1 50.650002 -82.930000 30.650000 37.480000 0.061800 0.114100 0.032300 0.059300 0.130600 0.117700 0.087400 
232 1 51.970001 99.360001 40.130001 53.950001 0.090700 0.164200 0.045100 0.082400 0.204400 0.182600 0.142500 
233 1 32.320000 -81.500000 32.009998 42.529999 0.070600 0.105300 0.034600 0.067700 0.125600 0.116000 0.096900 
234 1 63.290001 100.120003 42.130001 57.250000 0.089300 0.183800 0.042800 0.081800 0.237200 0.199200 0.145200 
235 1 5.810000 -77.370003 33.560001 47.150002 0.065900 0.107700 0.035000 0.064900 0.131000 0.137300 0.117000 
237 1 22.850000 97.800003 35.290001 51.389999 0.064100 0.121300 0.038900 0.059700 0.154900 0.160100 0.137600 
238 1 57.180000 -83.099998 27.600000 37.240002 0.073600 0.117200 0.036000 0.069100 0.138000 0.124600 0.099800 
239 1 44.240002 99.599998 37.160000 55.220001 0.087500 0.147700 0.044700 0.082200 0.181400 0.178900 0.137100 
240 1 42.410000 -82.360001 28.910000 42.860001 0.082800 0.145800 0.058900 0.085600 0.167300 0.133400 0.101800 
242 1 19.860001 -80.720001 30.440001 47.980000 0.074500 0.114700 0.036200 0.070300 0.139400 0.133500 0.114900 
244 1 9.110000 98.120003 32.169998 52.599998 0.092800 0.157000 0.046200 0.084500 0.193200 0.175000 0.148600 
245 1 62.480000 -82.980003 24.370001 36.930000 0.055000 0.123300 0.022800 0.048200 0.149900 0.132400 0.094200 
246 1 34.740002 99.430000 34.049999 56.779999 0.090500 0.147200 0.045200 0.084100 0.179900 0.174800 0.146900 
248 1 52.070000 99.940002 36.080002 60.540001 0.080600 0.164900 0.040100 0.073500 0.207800 0.192600 0.140700 
249 1 32.130001 -81.830002 27.190001 49.009998 0.074400 0.122100 0.036700 0.071400 0.148200 0.143200 0.111600 
