BRDF 86 7 465.6 553.6 645.5 856.5 1241.6 1629.1 2114.1  0.003 0.004 0.004 0.015 0.013 0.01 0.006 
61 1 56.750000 59.530000 61.760000 0.000000 0.0993 0.1318 0.1296 0.2779 0.3109 0.2841 0.1831  
63 1 44.810000 -242.980000 57.740000 0.000000 0.0691 0.0636 0.0651 0.1813 0.2471 0.1934 0.1228  
69 1 0.730000 -37.380000 56.630000 0.000000 0.0415 0.0769 0.0841 0.2777 0.3134 0.2208 0.1305  
69 1 2.850000 52.690000 56.100000 0.000000 0.0409 0.0665 0.0789 0.2228 0.2534 0.2202 0.124  
70 1 52.520000 57.830000 58.120000 0.000000 0.0562 0.0929 0.1105 0.2784 0.3025 0.2898 0.2083  
77 1 56.640000 56.320000 56.090000 0.000000 0.0644 0.1039 0.1242 0.3249 0.3361 0.3204 0.2469  
84 1 51.530000 -53.680000 53.450000 0.000000 0.0503 0.0871 0.097 0.2627 0.3385 0.3309 0.2389  
92 1 8.550000 -243.360000 47.170000 0.000000 0.025 0.0679 0.0657 0.2725 0.3077 0.2554 0.1762  
96 1 24.150000 241.710000 45.260000 0.000000 0.0344 0.0654 0.0628 0.2378 0.2787 0.2094 0.1655  
96 1 27.240000 -55.930000 46.950000 0.000000 0.0369 0.0787 0.0644 0.357 0.3447 0.2482 0.1507  
97 1 32.740000 -243.490000 44.600000 0.000000 0.0254 0.0576 0.0466 0.3256 0.3089 0.1894 0.1112  
103 1 15.920000 238.160000 43.010000 0.000000 0.0221 0.0559 0.0476 0.2496 0.2596 0.2312 0.1744  
103 1 19.070000 -55.800000 43.940000 0.000000 0.0263 0.0594 0.0487 0.2463 0.2712 0.2113 0.1341  
106 1 28.590000 53.130000 43.830000 0.000000 0.0295 0.0688 0.0575 0.3353 0.2995 0.2131 0.1423  
107 1 43.770000 242.070000 40.830000 0.000000 0.0238 0.0536 0.0449 0.2697 0.2636 0.1917 0.127  
107 1 46.770000 -52.840000 44.250000 0.000000 0.0336 0.0731 0.0602 0.3314 0.338 0.2599 0.1588  
109 1 53.030000 243.830000 39.930000 0.000000 0.0211 0.0606 0.0507 0.3681 0.2952 0.2143 0.1301  
109 1 53.610000 -247.140000 39.880000 0.000000 0.0306 0.0539 0.0528 0.3427 0.3116 0.2012 0.1159  
110 1 10.260000 -55.550000 41.100000 0.000000 0.0302 0.0674 0.0553 0.3468 0.3333 0.2371 0.1418  
112 1 24.060000 238.560000 39.750000 0.000000 0.0246 0.057 0.0482 0.2783 0.2852 0.2322 0.1639  
112 1 27.340000 -54.470000 41.160000 0.000000 0.0339 0.0753 0.0689 0.3174 0.3705 0.2721 0.1832  
113 1 32.640000 -243.140000 38.830000 0.000000 0.0196 0.0531 0.041 0.3292 0.3026 0.2071 0.1154  
114 1 37.980000 239.490000 38.650000 0.000000 0.0212 0.0555 0.043 0.3247 0.2662 0.1647 0.0995  
