#PARAMETERS time mask gamma_time xlai xhc rpl xkab xkar xkw xkm xleafn xs1 xs2 xs3 xs4 lad sd-gamma_time sd-xlai sd-xhc sd-rpl sd-xkab sd-xkar sd-xkw sd-xkm sd-xleafn sd-xs1 sd-xs2 sd-xs3 sd-xs4 sd-lad
   1.000000    1.000000  100.000000    0.893630    1.000000    0.010000    0.859824    1.000000    0.541408    0.359569    1.096610    0.195265    0.000000    0.000000    0.000000    5.000000    0.000000    0.016229    0.000000    0.000000    0.016458    0.000000    0.051606    0.065696    0.120055    0.009263    0.000000    0.000000    0.000000    0.000000
   2.000000    1.000000  100.000000    0.895815    1.000000    0.010000    0.859999    1.000000    0.541101    0.360630    1.098139    0.197318    0.000000    0.000000    0.000000    5.000000    0.000000    0.018007    0.000000    0.000000    0.018253    0.000000    0.051812    0.065818    0.120089    0.012875    0.000000    0.000000    0.000000    0.000000
   3.000000    1.000000  100.000000    0.897597    1.000000    0.010000    0.860047    1.000000    0.540793    0.361688    1.099632    0.199063    0.000000    0.000000    0.000000    5.000000    0.000000    0.019271    0.000000    0.000000    0.019579    0.000000    0.051996    0.065931    0.120120    0.015092    0.000000    0.000000    0.000000    0.000000
   4.000000    1.000000  100.000000    0.899529    1.000000    0.010000    0.860264    1.000000    0.540463    0.362744    1.101123    0.200824    0.000000    0.000000    0.000000    5.000000    0.000000    0.020118    0.000000    0.000000    0.020527    0.000000    0.052159    0.066035    0.120148    0.016486    0.000000    0.000000    0.000000    0.000000
   5.000000    1.000000  100.000000    0.901444    1.000000    0.010000    0.860570    1.000000    0.540096    0.363800    1.102634    0.202777    0.000000    0.000000    0.000000    5.000000    0.000000    0.020600    0.000000    0.000000    0.021148    0.000000    0.052300    0.066128    0.120175    0.017258    0.000000    0.000000    0.000000    0.000000
   6.000000    1.000000  100.000000    0.903312    1.000000    0.010000    0.860938    1.000000    0.539695    0.364852    1.104140    0.204848    0.000000    0.000000    0.000000    5.000000    0.000000    0.020742    0.000000    0.000000    0.021470    0.000000    0.052421    0.066213    0.120198    0.017492    0.000000    0.000000    0.000000    0.000000
   7.000000    1.000000  100.000000    0.905095    1.000000    0.010000    0.861243    1.000000    0.539236    0.365884    1.105658    0.206920    0.000000    0.000000    0.000000    5.000000    0.000000    0.020551    0.000000    0.000000    0.021508    0.000000    0.052521    0.066287    0.120219    0.017208    0.000000    0.000000    0.000000    0.000000
   8.000000    1.000000  100.000000    0.906546    1.000000    0.010000    0.861412    1.000000    0.538756    0.366878    1.107182    0.208700    0.000000    0.000000    0.000000    5.000000    0.000000    0.020018    0.000000    0.000000    0.021262    0.000000    0.052600    0.066352    0.120238    0.016379    0.000000    0.000000    0.000000    0.000000
   9.000000    1.000000  100.000000    0.907640    1.000000    0.010000    0.861481    1.000000    0.538259    0.367821    1.108712    0.210238    0.000000    0.000000    0.000000    5.000000    0.000000    0.019113    0.000000    0.000000    0.020723    0.000000    0.052658    0.066408    0.120254    0.014916    0.000000    0.000000    0.000000    0.000000
  10.000000    1.000000  100.000000    0.908516    1.000000    0.010000    0.861580    1.000000    0.537747    0.368715    1.110235    0.211645    0.000000    0.000000    0.000000    5.000000    0.000000    0.017781    0.000000    0.000000    0.019866    0.000000    0.052696    0.066454    0.120267    0.012600    0.000000    0.000000    0.000000    0.000000
  11.000000    1.000000  100.000000    0.909319    1.000000    0.010000    0.861851    1.000000    0.537253    0.369554    1.111751    0.212846    0.000000    0.000000    0.000000    5.000000    0.000000    0.015914    0.000000    0.000000    0.018648    0.000000    0.052713    0.066491    0.120278    0.008778    0.000000    0.000000    0.000000    0.000000
  12.000000    1.000000  100.000000    0.907017    1.000000    0.010000    0.848747    1.000000    0.538605    0.371636    1.113030    0.213525    0.000000    0.000000    0.000000    5.000000    0.000000    0.017088    0.000000    0.000000    0.019875    0.000000    0.052813    0.066555    0.120289    0.011998    0.000000    0.000000    0.000000    0.000000
  13.000000    1.000000  100.000000    0.904875    1.000000    0.010000    0.835914    1.000000    0.539953    0.373657    1.114295    0.214105    0.000000    0.000000    0.000000    5.000000    0.000000    0.017565    0.000000    0.000000    0.020701    0.000000    0.052891    0.066608    0.120298    0.013277    0.000000    0.000000    0.000000    0.000000
  14.000000    1.000000  100.000000    0.902818    1.000000    0.010000    0.823349    1.000000    0.541306    0.375604    1.115532    0.214673    0.000000    0.000000    0.000000    5.000000    0.000000    0.017402    0.000000    0.000000    0.021174    0.000000    0.052949    0.066652    0.120304    0.013191    0.000000    0.000000    0.000000    0.000000
  15.000000    1.000000  100.000000    0.900798    1.000000    0.010000    0.810970    1.000000    0.542669    0.377471    1.116741    0.215047    0.000000    0.000000    0.000000    5.000000    0.000000    0.016581    0.000000    0.000000    0.021317    0.000000    0.052986    0.066687    0.120308    0.011712    0.000000    0.000000    0.000000    0.000000
  16.000000    1.000000  100.000000    0.898786    1.000000    0.010000    0.798780    1.000000    0.544112    0.379268    1.117922    0.215272    0.000000    0.000000    0.000000    5.000000    0.000000    0.014993    0.000000    0.000000    0.021136    0.000000    0.053003    0.066712    0.120309    0.008110    0.000000    0.000000    0.000000    0.000000
  17.000000    1.000000  100.000000    0.896087    1.000000    0.010000    0.793909    1.000000    0.544259    0.380969    1.119709    0.218695    0.000000    0.000000    0.000000    5.000000    0.000000    0.016511    0.000000    0.000000    0.022166    0.000000    0.053156    0.066773    0.120315    0.011700    0.000000    0.000000    0.000000    0.000000
