#PARAMETERS time mask NDVI
1.000000 1 0.284806
2.000000 1 0.302280
3.000000 1 0.347897
4.000000 1 0.325016
5.000000 1 0.394690
6.000000 1 0.437728
7.000000 1 0.338934
8.000000 1 0.379845
9.000000 1 0.398572
10.000000 1 0.395736
11.000000 1 0.471527
12.000000 1 0.471527
13.000000 1 0.479241
14.000000 1 0.392271
15.000000 1 0.323312
16.000000 1 0.208786
17.000000 1 0.203369
18.000000 1 0.207211
19.000000 1 0.192881
20.000000 1 0.181338
21.000000 1 0.173291
22.000000 1 0.165759
23.000000 1 0.165759
24.000000 1 0.161253
25.000000 1 0.151253
26.000000 1 0.150000
27.000000 1 0.150962
28.000000 1 0.150084
29.000000 1 0.150857
30.000000 1 0.139429
31.000000 1 0.144695
32.000000 1 0.151955
33.000000 1 0.145240
34.000000 1 0.145240
35.000000 1 0.159504
36.000000 1 0.159724
37.000000 1 0.152288
38.000000 1 0.150824
39.000000 1 0.152239
40.000000 1 0.149431
41.000000 1 0.180428
42.000000 1 0.202675
43.000000 1 0.201569
44.000000 1 0.198656
45.000000 1 0.198656
46.000000 1 0.230849
47.000000 1 0.194611
48.000000 1 0.183271
49.000000 1 0.219112
50.000000 1 0.252813
51.000000 1 0.252813
52.000000 1 0.297789
53.000000 1 0.334502
54.000000 1 0.351386
55.000000 1 0.348299
56.000000 1 0.418327
57.000000 1 0.411590
58.000000 1 0.497309
59.000000 1 0.355399
60.000000 1 0.459355
61.000000 1 0.355021
62.000000 1 0.355021
63.000000 1 0.461445
64.000000 1 0.500949
65.000000 1 0.506849
66.000000 1 0.508095
67.000000 1 0.548770
68.000000 1 0.493917
69.000000 1 0.614219
70.000000 1 0.408595
71.000000 1 0.322551
72.000000 1 0.331219
73.000000 1 0.331219
74.000000 1 0.284084
75.000000 1 0.261695
76.000000 1 0.203800
77.000000 1 0.209221
78.000000 1 0.210853
79.000000 1 0.195514
80.000000 1 0.203376
81.000000 1 0.195585
82.000000 1 0.190148
83.000000 1 0.188398
84.000000 1 0.188398
85.000000 1 0.173837
86.000000 1 0.178218
87.000000 1 0.193772
88.000000 1 0.179864
89.000000 1 0.192954
90.000000 1 0.227723
91.000000 1 0.178109
92.000000 1 0.261487
93.000000 1 0.205281
94.000000 1 0.205596
95.000000 1 0.205596
96.000000 1 0.230922
97.000000 1 0.218569
98.000000 1 0.234184
99.000000 1 0.313443
100.000000 1 0.426149
101.000000 1 0.405390
102.000000 1 0.474880
103.000000 1 0.409631
104.000000 1 0.538919
105.000000 1 0.691990
106.000000 1 0.581853
107.000000 1 0.655610
108.000000 1 0.771585
109.000000 1 0.841034
110.000000 1 0.743395
111.000000 1 0.747798
112.000000 1 0.747798
113.000000 1 0.728558
114.000000 1 0.701406
115.000000 1 0.699115
116.000000 1 0.532258
117.000000 1 0.479559
118.000000 1 0.368091
119.000000 1 0.396277
120.000000 1 0.333014
121.000000 1 0.370595
122.000000 1 0.397206
123.000000 1 0.397206
124.000000 1 0.282374
125.000000 1 0.244394
126.000000 1 0.220836
127.000000 1 0.227668
128.000000 1 0.208066
129.000000 1 0.213864
130.000000 1 0.232416
131.000000 1 0.217601
132.000000 1 0.202632
133.000000 1 0.218594
134.000000 1 0.218594
135.000000 1 0.182938
136.000000 1 0.191462
137.000000 1 0.205224
138.000000 1 0.217459
139.000000 1 0.234397
140.000000 1 0.215844
141.000000 1 0.192997
142.000000 1 0.217057
143.000000 1 0.245365
144.000000 1 0.194913
145.000000 1 0.194913
146.000000 1 0.181290
147.000000 1 0.169303
148.000000 1 0.178657
149.000000 1 0.222057
150.000000 1 0.261368
151.000000 1 0.248588
152.000000 1 0.246189
153.000000 1 0.300064
154.000000 1 0.292764
155.000000 1 0.343308
156.000000 1 0.506531
157.000000 1 0.445634
158.000000 1 0.437738
159.000000 1 0.361562
160.000000 1 0.432473
161.000000 1 0.403186
162.000000 1 0.403186
163.000000 1 0.387011
164.000000 1 0.386030
165.000000 1 0.293215
166.000000 1 0.270259
167.000000 1 0.266890
168.000000 1 0.363024
169.000000 1 0.442808
170.000000 1 0.670622
171.000000 1 0.726653
172.000000 1 0.586869
173.000000 1 0.586869
174.000000 1 0.488998
175.000000 1 0.450642
176.000000 1 0.305825
177.000000 1 0.270578
178.000000 1 0.222424
179.000000 1 0.227199
180.000000 1 0.218022
181.000000 1 0.224067
182.000000 1 0.216991
183.000000 1 0.219966
184.000000 1 0.219966
185.000000 1 0.202539
186.000000 1 0.200349
187.000000 1 0.198171
188.000000 1 0.188808
189.000000 1 0.195765
190.000000 1 0.176443
191.000000 1 0.220071
192.000000 1 0.234208
193.000000 1 0.228090
194.000000 1 0.250471
195.000000 1 0.250471
196.000000 1 0.191584
197.000000 1 0.210238
198.000000 1 0.226501
199.000000 1 0.291814
200.000000 1 0.326688
